Year,Trade openness (share of exports and imports in GDP)
1967,39.5428940602494
1968,35.3560412353905
1969,38.08577274707
1970,40.2739364961846
1971,40.1515386694314
1972,70.1655696930051
1973,53.9655474736681
1974,64.8147848022356
1975,54.1252069426415
1976,58.9337511029423
1977,52.8026779965495
1978,49.1950621081778
1979,44.9231350350936
1980,45.3752027262744
1981,46.6291034259828
1982,58.2930816361416
1983,59.7069989096288
1984,60.6274405574376
1985,73.452816106806
1986,70.9011407866666
1987,60.7092546057613
1988,58.6559003048394
1989,55.8710986299995
1990,55.057095228876
1991,52.0621076055142
1992,53.00834890257
1993,55.9577370228524
1994,50.214518665831
1995,50.5640915445729
1996,53.607683046741
1997,48.8193805481803
1998,51.3910124831255
1999,49.0169380755706
2000,58.9403746346847
2001,60.7012126076863
2002,56.7855295950184
2003,55.3180242678178
2004,75.2188048104832
2005,88.2350995095613
2006,82.7885012132268
2007,86.0640556552967
2008,94.1202109807877
2009,82.0086175551487
2010,93.4207451765275
2011,98.4853296113448
2012,110.788122767807
2013,102.398824173116
2014,91.610371363604
2015,77.3467864944966
2016,73.1532616736712
2017,78.9101906509347
2018,80.7592351934473
2019,94.2184136035613
1950,75.9752000105388
1951,78.7989694946085
1952,77.3148696930918
1953,83.372342437831
1954,75.1351019593507
1955,87.5439961790437
1956,74.3505232163062
1957,76.9214008260366
1958,86.766798557617
1959,84.4025179428258
1960,79.7606740305739
1961,83.5758180255637
1962,80.5949354473879
1963,80.4542818139142
1964,90.5932642753364
1965,82.2969945812628
1966,81.3405087098867
1967,77.027107093938
1968,89.927782604344
1969,81.7518217152586
1970,93.184140133016
1971,88.7004826839978
1972,97.3583969120376
1973,104.358802343894
1974,119.009454039105
1975,125.077438064875
1976,103.034022589133
1977,102.864501561828
1978,93.8632891925134
1979,92.2572487014558
1980,106.990648722569
1981,94.8646084569176
1982,92.3113060704204
1983,89.010042475347
1984,95.6971120727416
1985,103.551001595228
1986,108.703968745294
1987,124.100724011
1988,131.788359304443
1989,133.033144360098
1990,135.682847449725
1991,127.354755169971
1992,117.088333581043
1993,117.799289649183
1994,117.294829048018
1995,115.162053031857
1996,123.039597122788
1997,122.976495738577
1998,127.215544207623
1999,126.39375118582
2000,118.291553213627
2001,125.510749601295
2002,115.882545557746
2003,106.497756508153
2004,104.902304417798
2005,119.194036324713
2006,127.062861757976
2007,120.876451250142
2008,115.489315893532
2009,104.42972895159
2010,113.457073552476
2011,117.538946368786
2012,119.500119779606
2013,109.969736598308
2014,113.292795527238
2015,107.636871085869
2016,97.9855784159259
2017,97.3654913265719
2018,95.111282885646
2019,92.8089775957696
1950,27.5922153261126
1951,27.379782753452
1952,24.2933571154427
1953,24.3813175490513
1954,27.4860633917877
1955,27.7274189328389
1956,27.7235818972201
1957,24.7844660712362
1958,21.9470596151158
1959,20.1067118755663
1960,19.5110024699217
1961,18.3643223934228
1962,17.9583679643449
1963,17.614004845091
1964,16.8755826785946
1965,16.5169191550925
1966,15.830167108136
1967,15.3002954627804
1968,15.817549707509
1969,16.1652236262916
1970,16.7480382375625
1971,15.6958440054594
1972,16.1891508252387
1973,17.1458406560219
1974,18.2803250464483
1975,15.9571093612698
1976,17.6245204139015
1977,19.60517162026
1978,20.5761895235517
1979,22.6643622551328
1980,24.9639901719541
1981,24.6119040143626
1982,26.9367838305315
1983,29.7990870206633
1984,28.2534423169484
1985,27.0428854793106
1986,32.3514235763443
1987,34.5424989044168
1988,33.7212845430124
1989,33.3655625496698
1990,33.5833483083269
1991,31.2449785157807
1992,31.1344031976841
1993,27.8279111829983
1994,30.7099718502483
1995,46.3210192945657
1996,50.4192000800377
1997,48.7773616772941
1998,50.9961216267777
1999,50.6179714442795
2000,52.4326817487387
2001,47.1660730175839
2002,46.6979147083911
2003,50.2056894551963
2004,53.486145239206
2005,53.9381321057715
2006,56.0927246600229
2007,56.7952793788998
2008,57.7770309296138
2009,55.9677697591441
2010,60.7603184849556
2011,63.46967787984
2012,65.7672458233911
2013,63.7648766169695
2014,64.9635791932957
2015,71.1663144806972
2016,76.1002763177311
2017,77.1941405006071
2018,80.448321639492
2019,78.4563315474708
1970,97.6504906242772
1971,97.6499104595458
1972,97.6492481693343
1973,97.6498086792859
1974,97.6522827855434
1975,97.651204836188
1976,97.6470075664409
1977,97.6459539262526
1978,97.6525934380497
1979,97.6646557106046
1980,97.6458056969229
1981,97.6260246609125
1982,97.6406937573616
1983,97.6857926008969
1984,97.7249632516704
1985,97.5515541165587
1986,97.5271193277311
1987,97.7140426731079
1988,97.9112840495266
1989,97.9208124567474
1990,96.6845117162761
1991,97.4049454235361
1992,98.6486626123744
1993,98.8974883833495
1994,97.9684548432382
1995,90.5030066103346
1996,101.007113371504
1997,104.867247538554
1998,100.141619885436
1999,93.3232872932218
2000,89.3065258115217
2001,94.748693161255
2002,88.7947087556742
2003,93.0647343917085
2004,92.3822409005504
2005,91.4913877850657
2006,94.4761911339848
2007,97.9926880841122
2008,107.574354103343
2009,107.36072065644
2010,104.374941057595
2011,105.915065852875
2012,110.295019859456
2013,111.572793190416
2014,99.2110241152521
2015,103.326382306477
2016,98.3078543484803
2017,100.281753749659
2018,100.638663349092
2019,99.7427572360906
1990,70.1254996264098
1991,49.0058533498308
1992,69.0958129024738
1993,67.3470263159083
1994,86.4714277877488
1995,94.6126916045135
1996,95.8148425385325
1997,94.6501029682432
1998,86.8742600530116
1999,87.0217673879624
2000,93.7816207596114
2001,92.4840912977443
2002,96.4353144960341
2003,104.206991496707
2004,98.6951652749641
2005,106.597548477378
2006,102.434666607745
2007,106.677590278807
2008,100.592184124929
2009,82.4005945341351
2010,87.9378518045281
2011,98.6175965134616
2012,96.3064100379377
2013,95.6872968305775
2014,93.1592676122775
2015,89.3306783422936
2016,87.6371602398215
2017,85.6371917018705
2018,85.8662253329923
2019,85.768730002198
1970,31.4189565142648
1971,32.0089592251628
1972,32.4704286950388
1973,34.4059723019787
1974,42.3557676170042
1975,36.6917365154283
1976,39.5998708325916
1977,40.6359697246325
1978,39.4383489190232
1979,41.0336254543377
1980,43.5026672567244
1981,45.4109434349837
1982,45.2523853309918
1983,45.1398283667986
1984,47.5418299477932
1985,47.0163879502699
1986,40.8879984218892
1987,40.292739415546
1988,41.392216918442
1989,44.0017810914861
1990,42.7360551690475
1991,42.9836814927094
1992,41.9916126166561
1993,39.9051237198844
1994,41.8262397508538
1995,43.6461285610267
1996,44.3292399693872
1997,48.0334968814987
1998,49.5067667828817
1999,49.7609205991637
2000,55.8612457168051
2001,54.9593680782314
2002,53.0720247809214
2003,50.797833531157
2004,51.9250078828837
2005,53.9807067615825
2006,56.103424464977
2007,56.4207565850929
2008,57.3970828803404
2009,50.4624508646897
2010,54.8677911003388
2011,58.7905764040438
2012,59.7020591675926
2013,59.7640550694607
2014,60.47879651242
2015,61.7516939327744
2016,61.100142380546
2017,62.9618472928426
2018,64.479196096456
2019,64.5227290397491
1970,46.4759887149289
1971,46.4560243920825
1972,46.4722154647452
1973,46.4997262812967
1974,46.3961314218971
1975,46.5207886966439
1976,46.5822587344465
1977,46.0853468140953
1978,46.8947605483983
1979,46.7666688658964
1980,44.5946110144969
1981,49.323001736541
1982,46.3823938348433
1983,49.7634813738618
1984,51.8242898058282
1985,51.6652972574842
1986,60.3670839802529
1987,58.4452038665864
1988,53.5659052001653
1989,46.4053015712008
1990,43.5707285472317
1991,99.0364502586455
1992,46.9633430424405
1993,107.678349237886
1994,81.0552660388346
1995,70.8066943712767
1996,65.459298132971
1997,82.0322674993225
1998,91.3829763629766
1999,96.4492654429492
2000,107.78346275209
2001,102.472165038743
2002,104.902756161572
2003,106.432517237319
2004,115.988590870237
2005,107.968160138329
2006,99.3403794495137
2007,103.830345596263
2008,107.15647263305
2009,95.1991665594948
2010,103.350043406559
2011,126.998891739665
2012,109.588696339973
2013,100.312451106174
2014,109.321953831134
2015,90.2869928813325
2016,95.6114075474056
2017,117.223292330166
2018,122.499285563018
2019,125.758871032444
1990,85.5190684606531
1991,85.4674722846615
1992,85.4978655245512
1993,85.5918676601882
1994,85.3126838068831
1995,85.5890452088505
1996,85.8738736304386
1997,84.4751325245999
1998,86.418129741573
1999,86.7283586856417
2000,80.2789088753423
2001,92.2471216846639
2002,87.6590457073671
2003,71.1460916915292
2004,91.387176131127
2005,95.5672175199847
2006,117.994781596301
2007,128.746158606061
2008,132.340271682179
2009,99.4249948060815
2010,99.7824069629772
2011,106.658907130605
2012,111.764890774792
2013,102.768773234201
2014,100.127244859597
2015,102.689834450677
2016,103.38374386728
2017,105.55465097346
2018,109.60948725097
2019,108.511985283044
1970,107.21215997056
1971,107.315896088415
1972,105.655358963356
1973,108.665208358524
1974,107.627124230576
1975,100.673737409175
1976,117.694758473251
1977,104.51288059218
1978,116.438723847451
1979,114.361879131914
1980,100.589016053549
1981,101.752933731642
1982,97.8685317962198
1983,98.3117960886055
1984,85.155672116316
1985,90.3113343094466
1986,82.8355456523229
1987,91.8201049553372
1988,86.3931563181115
1989,92.8719526063435
1990,97.8077547818347
1991,101.153035823111
1992,94.3157453164303
1993,91.1035359115169
1994,101.793043149295
1995,124.064540480613
1996,200.726553788472
1997,143.3964214185
1998,138.106404537468
1999,166.684271953156
2000,164.097279472383
2001,151.958359101216
2002,137.043235704324
2003,140.005380683347
2004,159.265793010753
2005,140.375871476205
2006,117.087699153151
2007,116.323035824372
2008,130.427769533518
2009,98.8091526903174
2010,98.8991192954364
2011,97.5056689342404
2012,104.250102165917
2013,143.247618454642
2014,117.954516899108
2015,108.797441621915
2016,123.333192266887
2017,116.69505027933
2018,116.275227557411
2019,118.767823095553
1950,50.7534887351074
1951,57.4556137310676
1952,53.2798187190888
1953,49.9765472878652
1954,49.4776517563035
1955,49.5158609867737
1956,45.0214562418639
1957,46.0691936858663
1958,42.9727173637103
1959,40.5171187618722
1960,47.6079749167101
1961,47.7553130358265
1962,40.1233767737541
1963,39.0042162408003
1964,39.7217163891683
1965,36.0736437662373
1966,39.3933178892683
1967,39.7555513064473
1968,37.7417458255126
1969,39.329140569688
1970,39.4594143191725
1971,38.3560390203216
1972,38.456782202817
1973,43.7385876048079
1974,57.20367498229
1975,57.3592530081686
1976,55.9751047774537
1977,55.4831789036471
1978,47.3385160742474
1979,47.6412977600384
1980,45.6739251942408
1981,55.5151539284502
1982,53.0254877278833
1983,51.7665454067952
1984,59.2255664657241
1985,59.439282498816
1986,49.8775583108616
1987,50.6614550764614
1988,50.96599242619
1989,50.3638646531451
1990,55.877234294178
1991,50.4448386067817
1992,52.3822842306459
1993,52.1026720383831
1994,49.8471651199168
1995,53.8814025621374
1996,48.7730288725703
1997,51.3468229367437
1998,51.1191917401323
1999,54.4690596249485
2000,59.7072509295628
2001,59.7099349908919
2002,60.737173482577
2003,58.5483435289041
2004,62.0018583344922
2005,68.3635412071669
2006,71.9152675335374
2007,78.4871743394128
2008,85.6728209004978
2009,67.91510294823
2010,75.2476345357776
2011,83.4268001663259
2012,85.1249172938184
2013,80.0205585556891
2014,81.7722741890864
2015,77.1980363378713
2016,80.8605951862807
2017,83.9991721893241
2018,87.9757826828681
2019,87.1416037596532
1960,15.1099364473917
1961,15.1589488242794
1962,13.5969368085516
1963,15.5850117083171
1964,15.1639706912729
1965,15.716356220867
1966,17.2010950484833
1967,14.8394054405566
1968,16.5627005001429
1969,15.7341832496314
1970,21.1989810167605
1971,21.1974843265951
1972,21.1927673902734
1973,21.2066921455154
1974,21.1929943139426
1975,21.1786155951181
1976,21.2484685409052
1977,21.1518990738513
1978,21.1354788237553
1979,21.4580264089702
1980,20.8621922035605
1981,21.0862173354673
1982,22.4256706050302
1983,19.0746875156451
1984,21.758294206981
1985,26.4440309293278
1986,9.02173656480482
1987,29.8091149029243
1988,40.501241727724
1989,40.2283235102757
1990,40.0048047614112
1991,47.374863810145
1992,56.7427237213825
1993,52.8598996386274
1994,56.7212964602764
1995,61.6479449229187
1996,48.5403533086273
1997,41.4652948328982
1998,37.74057042062
1999,43.7021245086684
2000,46.1032146853821
2001,48.5749653778801
2002,70.6714528138467
2003,67.4526260411261
2004,68.6467493425338
2005,68.6027228457947
2006,64.0923724656885
2007,63.0371484858713
2008,62.3331299359754
2009,64.8051923720092
2010,70.6407003295158
2011,80.2303514318589
2012,101.871639578379
2013,103.150503796996
2014,111.465172077622
2015,93.9087117757511
2016,105.638469370454
2017,99.718811058263
2018,127.204156878551
2019,116.547151202299
1962,37.3577425494415
1963,33.6658577717886
1964,35.0995810008657
1965,37.2293210742083
1966,24.5966744675813
1967,20.7158451247765
1968,16.0095386962625
1969,15.3018151575898
1970,16.6871130753526
1971,15.9344757245285
1972,13.2631241196918
1973,10.748729601233
1974,10.6551256189668
1975,11.1525049919388
1976,12.0204850669222
1977,14.4600793600001
1978,17.9570577753241
1979,20.015889310334
1980,20.6830051219747
1981,20.4706794545964
1982,18.510206177033
1983,16.1904504250536
1984,14.1825952403318
1985,11.9313355469134
1986,9.45461378262844
1987,7.81904361084855
1988,5.89371307407831
1989,5.31620674820232
1990,4.94150432628866
1991,3.94729904148814
1992,39.9579819322439
1993,59.7291806869565
1994,51.9949838925738
1995,45.3053730835843
1996,38.6826647900064
1997,51.8803841025045
1998,61.670880554038
1999,59.5593923951888
2000,63.6578042026801
2001,56.6186835870743
2002,46.7532532866642
2003,45.3198654341851
2004,45.4906483839467
2005,51.9870666054829
2006,53.6196518990941
2007,45.2760919446124
2008,36.7662619184652
2009,34.1326012697657
2010,32.7988464229453
2011,30.4776517516254
2012,35.0389765303084
2013,41.4590973596322
2014,44.2702274478326
2015,53.9150437264756
2016,61.021481350529
2017,62.3677934777774
2018,60.6889892165365
2019,61.3594213482809
1960,119.668045828549
1961,125.180002051126
1962,124.668953877964
1963,131.345351923874
1964,130.916501322872
1965,143.925451630512
1966,142.77754740898
1967,143.028945004543
1968,140.940483846891
1969,134.720567342257
1970,123.672870357907
1971,123.687240051694
1972,123.725161463983
1973,123.606209526463
1974,123.730348805445
1975,123.838926682219
1976,123.249352933507
1977,124.102766992908
1978,124.164659874151
1979,121.480631691006
1980,126.663009413817
1981,124.350338700063
1982,113.428547139921
1983,97.8437991793508
1984,97.0735384669724
1985,91.8635046315316
1986,102.876787057007
1987,98.0054229515999
1988,91.144998860034
1989,96.5169731789856
1990,93.8999293213141
1991,93.9975598886712
1992,92.1025007856589
1993,97.0735517186015
1994,90.2283896352706
1995,94.4156443359051
1996,97.6176905955121
1997,94.024773489368
1998,93.2517815753461
1999,92.2830940432653
2000,87.0918940616172
2001,90.6450428189966
2002,96.534155422314
2003,98.2351821935953
2004,83.4887461515916
2005,82.3490821979139
2006,88.6242410427346
2007,106.299854914187
2008,121.207317454301
2009,125.358960307196
2010,109.637217767989
2011,103.678504802542
2012,100.214339487911
2013,97.9403095676907
2014,103.726433506653
2015,97.556588004163
2016,94.8738804549216
2017,82.1975267496736
2018,82.7490819029727
2019,83.4755610680928
1970,90.1968520829855
1971,90.9571821457658
1972,86.6746736354124
1973,92.9586961971274
1974,93.2381671335114
1975,93.821174833083
1976,95.2443737802553
1977,97.6043518394957
1978,101.015228787454
1979,114.285713867571
1980,118.181818181818
1981,152.362467036704
1982,125.529221993294
1983,113.795530551057
1984,145.001989181149
1985,147.022170409867
1986,144.172596257511
1987,129.017531001798
1988,132.187461984069
1989,143.245051792762
1990,158.874756064115
1991,93.3783325324334
1992,86.291035734322
1993,75.463660862875
1994,86.1222808500801
1995,83.5201430273528
